"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"TSPAN4",0.0002955746,-1.811646,0.122,0.095,1
"SLC25A11",0.0002958905,-0.4616127,0.329,0.293,1
"ENSG00000275383",0.000296037,-2.136942,0.003,0.014,1
"ENSG00000227256",0.0002970657,0.999704,0.015,0.007,1
"ENSG00000273466",0.0002986788,-2.618395,0.002,0.012,1
"CDC123",0.0002987008,-0.7532478,0.388,0.431,1
"ZNF582",0.0002991942,-0.9900854,0.025,0.044,1
"RPL11",0.0002996261,-156.822,0.944,0.939,1
"SAFB",0.0002996352,0.3362848,0.515,0.478,1
"GGN",0.0002998607,-3.018927,0.001,0.011,1
"NUCB1-AS1",0.0003000238,-2.051439,0.023,0.041,1
"ITPR1",0.0003001111,-19.67613,0.073,0.099,1
"HSPBP1",0.0003005638,0.1392118,0.186,0.154,1
"CCDC62",0.0003016458,-1.260916,0.051,0.074,1
"SLTM",0.0003019201,0.1747387,0.68,0.661,1
"ENSG00000223732",0.0003023874,-6.471826,0.202,0.168,1
"GTF2H4",0.0003026188,0.2582839,0.146,0.117,1
"C2CD4C",0.0003027868,-1.587649,0.009,0.022,1
"PQBP1",0.0003029592,-39.49832,0.323,0.284,1
"ENSG00000235236",0.0003030074,0.5306688,0.036,0.022,1
"PCGF3",0.0003030709,-1.217421,0.291,0.329,1
"GTF2F1",0.0003034541,-0.2810682,0.354,0.316,1
"TSEN54",0.0003047097,-0.7489208,0.098,0.128,1
"THAP3",0.0003055837,-0.522288,0.179,0.214,1
"ENSG00000250643",0.0003062153,-2.312731,0.008,0.02,1
"HDAC1",0.0003066064,-2.646817,0.205,0.241,1
"ZNF717",0.0003079924,-1.91235,0.205,0.241,1
"EPCAM",0.0003081261,-1.0818,0.068,0.048,1
"ENSG00000226797",0.0003090121,-1.43241,0.018,0.034,1
"MIX23",0.0003092694,0.2112291,0.235,0.199,1
"ENSG00000286645",0.0003100095,0.77518,0.021,0.011,1
"DNPH1",0.0003100503,-2.099203,0.375,0.322,1
"ICE1",0.0003106881,-1.48467,0.421,0.458,1
"CIP2A",0.0003114254,-12.70128,0.081,0.106,1
"ANKRD46",0.0003130858,-11.84914,0.333,0.295,1
"FCRLB",0.000313347,-21.10475,0.008,0.02,1
"BSN-DT",0.0003135529,2.176348,0.015,0.007,1
"EXOSC5",0.0003137805,-0.2785013,0.147,0.118,1
"CAMTA1",0.0003141451,-61.28123,0.83,0.845,1
"FRMPD3-AS1",0.0003142542,-2.027866,0.004,0.016,1
"FOLR1",0.0003144394,-100.5238,0.004,0.015,1
"LINC00327",0.0003146803,-3.288902,0.003,0.013,1
"SOX7",0.0003149731,0.5961443,0.015,0.007,1
"H2BC4",0.0003172409,-44.68901,0.133,0.103,1
"ENSG00000225850",0.0003175987,-67.67891,0.011,0.005,1
"ENSG00000286996",0.0003202498,-2.038859,0.005,0.017,1
"ENSG00000275367",0.0003212629,-1.061027,0.014,0.029,1
"OCLN",0.0003223252,-3.444541,0.065,0.091,1
"ENSG00000256879",0.0003223608,-2.674181,0.003,0.014,1
"GPD1",0.0003225506,-8.341613,0.012,0.027,1
"RASSF5",0.0003241028,-1.256284,0.011,0.026,1
"ARHGAP45",0.0003243558,1.014165,0.013,0.006,1
"SCPEP1",0.0003244546,-2.409774,0.113,0.087,1
"NDUFAF2",0.0003255251,-26.42763,0.477,0.434,1
"ENSG00000264083",0.000327188,0.6910936,0.022,0.012,1
"PZP",0.0003275168,0.244191,0.082,0.06,1
"ENSG00000269068",0.0003275947,-0.8804886,0.015,0.03,1
"ENSG00000230587",0.000327669,-43.18961,0.002,0.012,1
"ENSG00000254768",0.0003287475,-1.207624,0.011,0.025,1
"TMEM134",0.0003288898,-3.478764,0.308,0.267,1
"BROX",0.000330415,-3.136387,0.274,0.311,1
"ENSG00000267786",0.0003309789,-1.384902,0.008,0.021,1
"TNRC6C",0.0003309964,-22.40469,0.625,0.655,1
"PTK2",0.0003314758,-11.15766,0.804,0.779,1
"ENSG00000227487",0.0003316659,1.140462,0.032,0.019,1
"SPIN2A",0.0003322944,0.9885565,0.025,0.014,1
"LIG4",0.00033459,0.5811388,0.133,0.106,1
"EXOSC10",0.000334641,0.8809272,0.279,0.242,1
"CELF2-AS2",0.0003351533,-6.951935,0.188,0.155,1
"PEX10",0.000337206,-0.7089894,0.169,0.204,1
"LATS1",0.0003373554,-0.1817328,0.432,0.398,1
"COA7",0.0003383449,-37.39539,0.087,0.115,1
"ENSG00000228944",0.0003385723,-3.950423,0.001,0.01,1
"MGAM",0.0003400785,-3.95177,0.016,0.032,1
"ENSG00000259775",0.0003404162,-1.63163,0.004,0.016,1
"LINC00616",0.0003404286,-34.91815,0.164,0.133,1
"ZSCAN2",0.0003404393,0.181396,0.123,0.096,1
"CREG2",0.0003409492,-20.28513,0.027,0.016,1
"ENSG00000272140",0.0003413811,0.5015613,0.076,0.056,1
"ENSG00000272432",0.0003415374,1.590353,0.011,0.005,1
"RPRM",0.000343137,-85.64708,0.044,0.028,1
"ENSG00000226440",0.000343204,-40.5882,0.004,0.016,1
"RABGEF1",0.0003449223,-9.761218,0.64,0.622,1
"ENSG00000259113",0.0003457323,-2.474215,0.051,0.034,1
"MED11",0.0003460704,-11.35236,0.187,0.155,1
"GDAP1L1",0.0003467858,-0.5112015,0.235,0.273,1
"EMC8",0.0003483125,-1.035197,0.231,0.27,1
"ENSG00000255062",0.0003485251,0.6531608,0.09,0.068,1
"INPP5E",0.0003487407,-0.5912701,0.095,0.125,1
"PCDH11Y",0.0003494477,-133.4827,0.063,0.045,1
"CWF19L2",0.0003496843,-2.872723,0.528,0.489,1
"CANX",0.0003502199,-37.48761,0.605,0.611,1
"NAT14",0.0003503562,-0.6949326,0.278,0.239,1
"VEZT",0.0003511075,-2.587245,0.702,0.733,1
"STXBP5",0.0003518807,-146.7226,0.536,0.494,1
"ENSG00000228791",0.000352741,-0.3358728,0.012,0.005,1
"IL13RA2",0.0003530591,-30.97886,0.006,0.018,1
"FLVCR1",0.0003536024,-11.67622,0.31,0.273,1
"ENSG00000251131",0.0003543932,-87.62143,0.005,0.017,1
"NDUFAF6",0.0003544297,-39.91727,0.499,0.46,1
"MED9",0.0003545558,0.3339039,0.181,0.151,1
"ENSG00000287093",0.0003546134,-2.819981,0.006,0.018,1
"ZNF805",0.0003549955,0.18831,0.157,0.127,1
"TMEM39A",0.0003554168,-3.05978,0.171,0.206,1
"ENTPD1-AS1",0.0003556749,-5.972607,0.296,0.336,1
"ENSG00000242474",0.0003558802,0.2350399,0.044,0.029,1
"ENSG00000260011",0.0003568233,0.9964526,0.014,0.007,1
"ZNF311",0.0003570372,-0.5119908,0.028,0.048,1
"LINC01994",0.0003574422,-11.58734,0.006,0.018,1
"PTBP3",0.0003586192,-6.265688,0.456,0.41,1
"ZNF431",0.0003591362,-2.478523,0.451,0.49,1
"ZNF227",0.0003591454,-5.695774,0.209,0.245,1
"HGFAC",0.0003596562,-2.959465,0.001,0.01,1
"KCTD21-AS1",0.0003598444,-0.4047247,0.024,0.042,1
"CPLANE1-AS1",0.0003604723,0.95411,0.016,0.008,1
"HSD52",0.0003615994,-1.856962,0.008,0.02,1
"FHL3",0.0003618528,-1.794447,0.014,0.029,1
"LINC02123",0.0003620906,-3.066208,0.001,0.01,1
"SPIN2B",0.0003631672,0.7930475,0.126,0.099,1
"ADORA2B",0.0003637799,-3.256725,0.028,0.047,1
"RAB39B",0.000364002,0.4581652,0.164,0.134,1
"NEFM",0.000364791,-377.5543,0.07,0.05,1
"GPRC5D-AS1",0.0003658709,-30.57233,0.023,0.013,1
"ENSG00000182057",0.0003667064,0.6856002,0.03,0.018,1
"PDZD4",0.0003671941,-0.8021347,0.121,0.153,1
"CTSZ",0.000367951,-4.035863,0.006,0.017,1
"PPHLN1",0.0003715562,-4.159041,0.562,0.603,1
"EPC1",0.0003721551,-4.715804,0.784,0.817,1
"USHBP1",0.0003723912,1.400954,0.097,0.074,1
"ENSG00000259241",0.0003736196,0.7863797,0.018,0.009,1
"ENSG00000270195",0.0003738834,0.9251061,0.02,0.011,1
"TNN",0.0003741668,-34.92891,0.001,0.01,1
"SNX31",0.0003743523,-15.52001,0.015,0.031,1
"ENSG00000258081",0.00037501,-2.48497,0.039,0.025,1
"MED6",0.0003754584,-7.808315,0.417,0.383,1
"SEMA4C",0.0003762088,-0.4659716,0.097,0.127,1
"ITM2A",0.000376601,-188.1849,0.003,0.013,1
"EIF5",0.0003769248,-33.73583,0.738,0.761,1
"SVEP1",0.0003769742,-5.340339,0.026,0.044,1
"SEC61A2",0.0003783548,-3.529047,0.255,0.296,1
"ENSG00000256658",0.0003799296,-1.549716,0.011,0.025,1
"ENSG00000287625",0.0003799776,-1.969199,0.122,0.153,1
"CRB1",0.0003800083,-50.0618,0.561,0.577,1
"ENSG00000257097",0.0003800854,-166.9425,0.018,0.034,1
"FMO5",0.0003801215,-0.9075633,0.07,0.096,1
"ENSG00000272343",0.0003816557,1.129483,0.013,0.006,1
"SWI5",0.0003859123,-0.5814499,0.328,0.287,1
"CEP135",0.0003869672,-38.56132,0.126,0.155,1
"ENDOD1",0.000387437,1.950145,0.047,0.069,1
"TRIP10",0.0003912003,0.3645158,0.096,0.073,1
"TMEM238L",0.0003921778,-7.116129,0.002,0.011,1
"PPP1R1A",0.0003922673,-1.960442,0.068,0.049,1
"STOML2",0.0003931097,-0.6113147,0.413,0.373,1
"ENSG00000259485",0.000394104,-53.68839,0.008,0.021,1
"DHX29",0.0003942715,-0.728827,0.456,0.429,1
"CIPC",0.000395253,0.3301995,0.197,0.164,1
"ENSG00000250906",0.0003975578,-1.624478,0.008,0.021,1
"ENSG00000223930",0.0003985255,-12.77418,0.027,0.016,1
"ELP6",0.0003990543,-39.64849,0.2,0.236,1
"ENSG00000286540",0.0003995225,-3.674467,0.025,0.015,1
"FN3K",0.0003998269,-2.506709,0.202,0.169,1
"ENSG00000265334",0.0004022571,-63.46958,0.118,0.149,1
"ENSG00000244128",0.0004030502,-75.57731,0.105,0.132,1
"MLANA",0.0004071341,-1.634956,0.008,0.02,1
"AP3D1",0.0004073839,-25.67846,0.272,0.312,1
"LRRC40",0.0004076025,-1.139449,0.396,0.438,1
"JPH2",0.0004076252,-17.0226,0.017,0.009,1
"BRWD1-AS2",0.0004120573,1.297586,0.018,0.01,1
"TIMP1",0.0004120689,-614.1906,0.207,0.168,1
"MRPL3",0.0004144276,-1.859385,0.454,0.41,1
"OR4D9",0.0004155721,0.774765,0.023,0.013,1
"ENSG00000273064",0.0004172376,0.6098938,0.043,0.028,1
"ENSG00000250149",0.0004178648,-16.83369,0.025,0.015,1
"ENSG00000287195",0.0004183775,-0.8961226,0.035,0.055,1
"HSD17B13",0.0004189969,-2.829053,0.003,0.012,1
"ENSG00000259255",0.0004192106,-27.84996,0.021,0.037,1
"LINC01191",0.0004193206,-1.295068,0.009,0.022,1
"ENSG00000247324",0.0004209503,1.461036,0.017,0.009,1
"AP2B1",0.000420978,-30.52529,0.712,0.736,1
"ENSG00000266473",0.0004216768,1.002313,0.018,0.01,1
"CENPB",0.0004231724,-0.5368905,0.098,0.128,1
"TRIM33",0.0004236151,-4.105634,0.576,0.629,1
"ENSG00000163364",0.0004249036,0.591894,0.039,0.025,1
"DNMT1",0.0004263886,-11.96206,0.385,0.342,1
"LOC105371899",0.0004272011,-0.1153455,0.015,0.03,1
"RALGPS1",0.0004273611,-4.425864,0.452,0.413,1
"ENSG00000235020",0.0004276022,-5.430045,0.006,0.018,1
"OR1F1",0.0004282941,-1.818875,0.013,0.028,1
"SCFD1",0.0004295032,-12.58959,0.592,0.632,1
"ENSG00000287406",0.0004296613,-3.439703,0.002,0.011,1
"PEDS1",0.0004301296,-0.1291617,0.076,0.103,1
"LINC01229",0.0004301764,-2.435079,0.005,0.016,1
"ENSG00000277534",0.0004304508,0.7354515,0.018,0.01,1
"TMEM156",0.0004331315,-4.274193,0.014,0.007,1
"LOC101927042",0.0004335573,-1.196443,0.037,0.057,1
"NSUN6",0.000435161,-22.46744,0.446,0.488,1
"SDF2L1",0.0004363663,-4.626442,0.118,0.148,1
"EPB41L4A",0.0004384441,-43.86921,0.273,0.301,1
"BCAR1",0.0004385473,-0.7091774,0.138,0.172,1
"NDUFS5",0.0004397398,-35.16284,0.82,0.788,1
"KCNQ5",0.0004401442,-60.61796,0.074,0.053,1
"PLPPR5",0.0004402952,5.993413,0.157,0.128,1
"ENSG00000267939",0.0004408912,-3.686119,0.028,0.016,1
"NPFFR1",0.0004417871,-67.3748,0.014,0.029,1
"ZC3H12A",0.0004441283,-2.561984,0.003,0.012,1
"ENSG00000251637",0.0004452798,-2.202493,0.008,0.02,1
"ANKRD35",0.0004484058,-0.6138502,0.007,0.019,1
"PCDHGB7",0.0004484433,-1.071871,0.007,0.019,1
"ENSG00000273084",0.0004501416,0.8872499,0.022,0.012,1
"ABCA12",0.0004508463,-4.424931,0.025,0.043,1
"OR3A2",0.000451093,0.4428941,0.033,0.02,1
"ZMYM1",0.0004521502,-14.39186,0.183,0.217,1
"VAMP8",0.0004525199,-0.8510065,0.075,0.054,1
"ENSG00000234149",0.0004533365,-1.003418,0.065,0.09,1
"THRSP",0.0004546073,1.540741,0.016,0.008,1
"ENSG00000268093",0.0004556079,-0.5030342,0.027,0.046,1
"ENSG00000224086",0.000455747,-9.965161,0.084,0.063,1
"PHYHIP",0.0004559874,-3.167082,0.006,0.017,1
"WDR91",0.0004562603,-27.76549,0.065,0.09,1
"GRM1",0.0004567594,-28.38264,0.015,0.03,1
"TMEM87A",0.0004575714,-3.697507,0.515,0.555,1
"AP5Z1",0.0004592821,-0.7198528,0.092,0.12,1
"PDE8B",0.0004594818,-61.73585,0.128,0.16,1
"ENSG00000260293",0.0004650088,0.4438832,0.035,0.022,1
"LAMA3",0.0004650501,-44.28981,0.071,0.097,1
"BICRA",0.0004650927,-0.6110885,0.066,0.091,1
"CYSTM1",0.0004691733,-42.8009,0.318,0.346,1
"ENSG00000240571",0.0004693197,-5.746724,0.068,0.049,1
"NHSL2",0.0004698299,-4.609595,0.063,0.044,1
"LNX1",0.0004702852,-0.9222276,0.074,0.054,1
"MFSD2A",0.0004704204,-4.646001,0.014,0.029,1
"AGAP2-AS1",0.0004708296,-0.742956,0.026,0.044,1
"ZNF493",0.0004709809,-3.967648,0.322,0.363,1
"TEX36",0.0004718018,-15.69529,0.016,0.008,1
"ITSN2",0.0004729183,-25.38895,0.408,0.37,1
"ENSG00000259039",0.0004760084,0.6515669,0.03,0.018,1
"ENSG00000251555",0.0004764387,-44.2873,0.542,0.513,1
"SHISAL2B",0.0004770397,-15.36686,0.002,0.011,1
"SLC15A3",0.0004778044,-2.955551,0.001,0.01,1
"KCTD12",0.0004781957,-7.736395,0.059,0.042,1
"LMF2",0.0004784583,-0.9554223,0.081,0.108,1
"IL12RB1",0.0004787357,-27.75338,0.011,0.005,1
"NLGN1-AS1",0.0004820946,-1.104805,0.014,0.029,1
"UQCR11",0.0004832351,-69.96904,0.767,0.741,1
"WDR64",0.0004857987,-4.855484,0.011,0.024,1
"INHBA",0.0004866699,-17.24928,0.003,0.012,1
"ENSG00000261094",0.0004867015,0.9396198,0.029,0.017,1
"ANAPC4",0.0004876924,0.1838017,0.181,0.218,1
"LEPROT",0.0004878653,-1.444714,0.417,0.375,1
"GABPB1",0.0004904307,-10.74657,0.211,0.246,1
"PCDHGA10",0.0004921718,-1.693696,0.005,0.016,1
"ZNF587",0.0004923655,0.5016876,0.174,0.144,1
"AAAS",0.0004929467,-0.6241105,0.139,0.172,1
"RPS10-NUDT3",0.0004953001,-76.01589,0.063,0.087,1
"ENSG00000286050",0.0004961399,-126.0725,0.006,0.018,1
"ZNF669",0.0004962826,-0.6857304,0.145,0.177,1
"RITA1",0.0004968486,0.6619268,0.106,0.082,1
"PIP5KL1",0.0004991321,-0.8656311,0.017,0.033,1
"TRIM72",0.0004992972,-3.939549,0.005,0.016,1
"POMZP3",0.0005005691,0.3194588,0.185,0.153,1
"ZNF777",0.0005045361,-3.75118,0.086,0.114,1
"ACOT13",0.0005045399,-13.01608,0.334,0.293,1
"LOC101928844",0.0005065125,0.8208108,0.018,0.009,1
"ENSG00000257277",0.0005075551,-2.876251,0.002,0.011,1
"ERICH2-DT",0.0005078692,-5.573395,0.053,0.076,1
"ENSG00000285661",0.0005083741,1.057978,0.013,0.006,1
"ENSG00000214955",0.0005104506,-1.556857,0.016,0.032,1
"SLC14A2",0.0005114195,-2.834632,0.166,0.135,1
"SMIM5",0.0005125623,-43.78732,0.01,0.004,1
"NUB1",0.0005128422,0.5758119,0.401,0.369,1
"ENSG00000286371",0.0005135518,0.7751198,0.017,0.009,1
"LOC100506235",0.0005147898,-0.3277254,0.064,0.046,1
"CHRDL2",0.0005152944,-18.22065,0.008,0.02,1
"ERH",0.0005154388,-23.00258,0.801,0.768,1
"UROS",0.0005173532,-7.538263,0.328,0.288,1
"ENSG00000267265",0.0005182698,-6.487848,0.056,0.079,1
"ARMCX4",0.0005192531,-15.69878,0.276,0.312,1
"CTSL",0.0005196061,-91.28306,0.258,0.215,1
"RPH3AL",0.0005217841,0.2755875,0.042,0.028,1
"PHLDB3",0.0005227277,-2.02596,0.056,0.079,1
"ENSG00000276672",0.0005240818,-1.708674,0.011,0.025,1
"MKRN1",0.0005242023,-1.492437,0.391,0.436,1
"DPP10-AS3",0.0005276118,-16.80845,0.006,0.017,1
"ZIC3",0.0005299602,0.8598036,0.054,0.038,1
"ENSG00000287555",0.0005321052,-12.39904,0.259,0.299,1
"ENSG00000286885",0.0005325085,-24.00757,0.016,0.031,1
"IMP4",0.0005342956,-0.8453082,0.173,0.207,1
"ZNF335",0.0005352009,-0.7897202,0.171,0.206,1
"ZNF621",0.0005352821,-2.60826,0.161,0.195,1
"ZNF595",0.0005408231,-0.5135956,0.181,0.215,1
"LINC02231",0.0005413497,-19.69965,0.022,0.012,1
"ACSBG2",0.0005424447,2.451743,0.168,0.137,1
"ZNF845",0.0005425634,-9.319024,0.053,0.076,1
"ENSG00000273221",0.0005468888,1.05232,0.013,0.006,1
"ENSG00000248242",0.0005473684,-3.484214,0.027,0.016,1
"SIRT7",0.000547979,-0.5849037,0.101,0.13,1
"LINC00486",0.0005501824,-119.3114,0.927,0.934,1
"FBP2",0.0005511749,-0.8059167,0.074,0.1,1
"PIDD1",0.0005542626,-0.243079,0.059,0.083,1
"RSPH9",0.0005556874,0.4027788,0.067,0.048,1
"ENSG00000233705",0.0005561536,-8.422291,0.008,0.021,1
"CLASP2",0.0005577549,-11.13389,0.91,0.9,1
"LINC00613",0.0005586726,0.7651726,0.025,0.014,1
"EEF1AKMT4",0.0005592038,0.2537558,0.05,0.034,1
"KDELR2",0.0005594066,-38.29885,0.295,0.326,1
"TMEM41B",0.0005601972,-5.353265,0.42,0.464,1
"POLR2E",0.0005606302,-2.760549,0.271,0.311,1
"ENSG00000259715",0.0005607154,0.6592165,0.068,0.049,1
"NWD2",0.0005619231,-35.91502,0.053,0.037,1
"ZNF835",0.000561998,-2.295766,0.003,0.012,1
"TDRD3",0.0005637819,-6.817181,0.449,0.486,1
"ITGA9-AS1",0.0005642072,-2.290229,0.177,0.212,1
"ATP6V0D1-DT",0.0005646493,0.373355,0.096,0.073,1
"ENSG00000226530",0.0005651466,1.768516,0.052,0.036,1
"ENSG00000286086",0.0005657185,0.8540504,0.027,0.016,1
"ALKBH3",0.0005658936,0.4360301,0.186,0.156,1
"ZIK1",0.0005669643,-0.710325,0.067,0.092,1
"SLC50A1",0.0005672357,-0.6564413,0.049,0.072,1
"COQ10B",0.0005710648,-11.40425,0.276,0.305,1
"ENSG00000232934",0.0005731135,-4.111727,0.006,0.017,1
"LOC101929710",0.0005735222,-6.762483,0.063,0.045,1
"RASL10B",0.0005739956,0.3687052,0.055,0.038,1
"ENSG00000262119",0.0005749831,-1.717469,0.006,0.018,1
"ZNF205",0.0005760097,-0.3988846,0.109,0.138,1
"EDEM2",0.0005764146,0.3587417,0.134,0.108,1
"ENSG00000283240",0.0005772357,6.038916,0.011,0.005,1
"MAML1",0.0005777295,-2.005925,0.271,0.311,1
"TRERF1",0.0005790878,-1.046456,0.396,0.365,1
"VPS26A",0.0005800098,0.4943514,0.384,0.433,1
"RELB",0.0005812083,-18.66136,0.029,0.048,1
"ENSG00000258921",0.0005816008,1.171783,0.011,0.005,1
"RABL2A",0.0005818739,-7.597598,0.111,0.086,1
"LOC105370829",0.0005823271,2.576618,0.012,0.006,1
"CHPT1",0.0005831834,-12.23219,0.343,0.386,1
"FAM171A2",0.0005844259,-1.43473,0.155,0.189,1
"PPARD",0.0005870244,-5.2375,0.128,0.159,1
"ENSG00000244757",0.0005885689,-6.58468,0.01,0.004,1
"GRPEL2-AS1",0.0005908867,0.7931179,0.078,0.058,1
"SRPRB",0.0005912606,-6.308751,0.123,0.153,1
"ENSG00000268218",0.0005923153,-17.6765,0.07,0.051,1
"CEP120",0.0005930846,0.7516585,0.236,0.202,1
"MYOF",0.0005937349,-99.0465,0.019,0.035,1
"ENSG00000276900",0.0005943983,-19.47567,0.046,0.03,1
"ENSG00000273321",0.00059471,0.9231625,0.011,0.005,1
"CMC4",0.0005953539,-0.7894493,0.092,0.12,1
"MRNIP",0.0005963845,-39.96839,0.328,0.29,1
"ENSG00000255121",0.0005972807,0.9377016,0.026,0.015,1
"ANKS6",0.0005974662,-0.5672565,0.088,0.116,1
"ACAT1",0.0005975316,-3.227282,0.295,0.33,1
"CCDC88B",0.0005983047,-0.8441575,0.016,0.031,1
"ASAP2",0.0006027411,-26.11864,0.39,0.449,1
"INTS6L",0.0006029455,-11.54807,0.162,0.196,1
"POLR1E",0.0006038442,-2.925873,0.128,0.157,1
"ZNF419",0.0006052265,-0.2973095,0.09,0.118,1
"NCBP1",0.0006065217,-22.30899,0.293,0.326,1
"SH3D21",0.0006092159,-8.34995,0.068,0.049,1
"FEZF2",0.0006092475,-34.75659,0.079,0.107,1
"HERC2",0.0006092752,-10.49381,0.712,0.747,1
"RPUSD4",0.0006095996,-0.3860404,0.104,0.134,1
"ENSG00000260177",0.000609981,0.7861211,0.022,0.012,1
"ENSG00000259430",0.0006107777,-8.647769,0.008,0.02,1
"CRIP1",0.0006122855,-42.29806,0.002,0.011,1
"CA3",0.0006135466,-2.214462,0.079,0.058,1
"AIFM1",0.0006157889,-81.42831,0.19,0.159,1
"ARIH2",0.0006171655,-0.4722228,0.449,0.408,1
"FAM83H",0.0006223691,-0.7529332,0.013,0.006,1
"CHDH",0.0006225218,-0.5898284,0.046,0.068,1
"TYK2",0.00062555,-0.8231225,0.08,0.107,1
"CCDC177",0.0006258075,0.8987004,0.023,0.013,1
"ZBTB10",0.0006276036,-28.18281,0.33,0.373,1
"ENSG00000281641",0.0006278016,-88.71383,0.018,0.009,1
"ENSG00000242861",0.0006286634,-0.8215636,0.016,0.031,1
"ZNF652",0.0006324106,-0.5022467,0.461,0.433,1
"HID1",0.0006324431,0.7768725,0.092,0.07,1
"ZNF521",0.0006328201,-24.06529,0.27,0.295,1
"S1PR2",0.0006328315,-1.432615,0.009,0.021,1
"HOXB6",0.0006329446,-12.68816,0.008,0.019,1
"ENSG00000272953",0.0006329794,-1.59365,0.042,0.028,1
"ENSG00000276651",0.0006349698,0.9756633,0.011,0.005,1
"LINC01876",0.0006355911,-16.88038,0.066,0.092,1
"TIGD1",0.0006371624,0.4537014,0.114,0.089,1
"ENSG00000283415",0.000637205,-29.19736,0.016,0.031,1
"COG8",0.0006373692,-0.5569065,0.147,0.178,1
"TRABD2A",0.0006378832,-1.567788,0.009,0.021,1
"ENSG00000287657",0.0006380584,-9.316155,0.003,0.013,1
"ENSG00000287290",0.0006382773,-22.0637,0.017,0.009,1
"ENSG00000254777",0.0006392698,-0.5784925,0.007,0.019,1
"KCNJ12",0.0006395359,0.3608484,0.011,0.005,1
"KATNB1",0.0006412219,0.449189,0.116,0.091,1
"TMEM109",0.0006433361,0.2499872,0.073,0.054,1
"ENSG00000227330",0.0006434147,3.166021,0.011,0.005,1
"ENSG00000276115",0.000643526,-1.190877,0.082,0.109,1
"AGA",0.0006473863,-0.6415678,0.039,0.059,1
"ENSG00000272755",0.0006477576,0.8814394,0.032,0.02,1
"ENSG00000286982",0.0006487615,-50.35087,0.013,0.026,1
"ENSG00000274421",0.0006511535,-0.9481532,0.021,0.038,1
"ASH1L",0.0006520463,-21.9902,0.749,0.786,1
"ZNF317",0.0006524676,0.4461793,0.131,0.105,1
"SPAG17",0.0006549925,-19.6107,0.046,0.031,1
"ENSG00000286118",0.0006559283,-1.193322,0.003,0.012,1
"ENSG00000255201",0.0006564057,-1.622849,0.006,0.018,1
"NOL12",0.0006574519,-0.7452268,0.131,0.162,1
"GRHL2",0.0006596113,-4.654784,0.014,0.028,1
"C2CD3",0.0006633738,-4.207466,0.314,0.273,1
"LOC400499",0.000663858,-86.86929,0.027,0.045,1
"WDR37",0.0006644703,-17.5717,0.418,0.378,1
"MIER3",0.0006654444,0.3928562,0.245,0.212,1
"TMEM33",0.0006660546,0.4560029,0.284,0.329,1
"RNASEL",0.0006696369,0.686725,0.08,0.06,1
"ENSG00000237753",0.0006713193,0.3674395,0.046,0.031,1
"UQCC1",0.0006713793,-1.568298,0.304,0.269,1
"S100A6",0.0006714744,-648.771,0.082,0.107,1
"GAPDH",0.0006717536,-Inf,0.887,0.842,1
"NDUFA3",0.000671772,-14.19091,0.67,0.619,1
"ACOT11",0.0006721094,-3.96507,0.037,0.024,1
"ENSG00000287551",0.0006739922,0.3985699,0.018,0.009,1
"CLCN5",0.000675486,-13.44967,0.157,0.189,1
"MAEL",0.0006755193,-38.11043,0.034,0.022,1
"LINC01317",0.0006760303,-17.67402,0.091,0.069,1
"ENSG00000261029",0.0006776178,-2.028753,0.004,0.015,1
"CBX3",0.0006781606,-8.21079,0.819,0.808,1
"ENSG00000272720",0.000679283,1.992705,0.01,0.004,1
"RNF114",0.0006806479,-3.772346,0.288,0.331,1
"KCNE4",0.0006813843,-33.51973,0.009,0.022,1
"ZMYM4-AS1",0.0006822803,0.2558082,0.123,0.097,1
"ENSG00000225964",0.0006825674,-3.110201,0.001,0.01,1
"ENSG00000236434",0.0006828442,0.8151696,0.023,0.013,1
"CCDC9B",0.0006834374,1.327319,0.013,0.006,1
"TPP2",0.0006836584,7.625555,0.429,0.397,1
"TRPV3",0.000688269,-3.355311,0.001,0.01,1
"ZNF786",0.0006889867,0.4333417,0.141,0.114,1
"CXCR5",0.000689013,-1.828082,0.004,0.015,1
"TAF7L",0.0006896392,-2.481678,0.003,0.012,1
"BNC2",0.0006902673,-155.148,0.021,0.038,1
"ZFP62",0.0006903157,-0.8430825,0.193,0.229,1
"APBB2",0.0006922965,-33.27758,0.367,0.394,1
"CNOT6",0.0006959302,-5.876336,0.405,0.448,1
"PART1",0.0006966201,-3.20205,0.003,0.013,1
"ENSG00000278238",0.0006973547,0.2247857,0.04,0.027,1
"ENSG00000256824",0.0006999462,-0.855417,0.044,0.065,1
"PCMT1",0.0007022788,-16.94481,0.554,0.579,1
"TMEM144",0.0007025438,-3.599232,0.005,0.016,1
"CHRNG",0.0007027305,1.169275,0.011,0.005,1
"HCG22",0.0007031684,-6.398526,0.002,0.011,1
"PFKM",0.0007040812,-0.1880686,0.276,0.241,1
"CDCA3",0.0007059618,-23.40483,0.085,0.062,1
"TLE6",0.0007100318,1.054553,0.026,0.015,1
"RAB11B-AS1",0.000711054,-0.3544065,0.059,0.083,1
"CPSF6",0.0007148454,-5.22728,0.599,0.649,1
"ENSG00000267127",0.0007150169,-1.125718,0.017,0.032,1
"ENSG00000255130",0.0007157399,0.4372835,0.155,0.128,1
"ARHGEF18",0.0007160304,-4.239975,0.174,0.208,1
