"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"OTX2-AS1",0,119.723555091746,0.891,0.024,0
"FSTL5",0,355.308600384535,0.951,0.108,0
"OTX2",0,26.3894952216309,0.852,0.012,0
"ZNF385B",0,63.9105412140967,0.85,0.041,0
"FMN1",0,101.4169088411,0.819,0.028,0
"MIR9-1HG",0,-220.300539539558,0.097,0.882,0
"PCBP3",0,84.0462005437306,0.849,0.069,0
"ENSG00000258776",0,30.1266326924768,0.786,0.011,0
"RIMS2",0,232.678230414042,0.954,0.179,0
"FOXG1",0,-70.2500389132534,0.053,0.806,0
"PANTR1",0,-165.448356644931,0.057,0.809,0
"MAP7",0,-13.9674003311977,0.851,0.111,0
"NEUROD4",0,52.3724966796861,0.745,0.006,0
"MIR99AHG",0,-501.442893143219,0.159,0.884,0
"GNB3",0,163.455616178556,0.747,0.031,0
"POU3F3",0,-36.3357955057877,0.058,0.769,0
"STX3",0,15.6072558263093,0.765,0.055,0
"SV2B",0,20.7948984464887,0.72,0.024,0
"MIR124-1HG",0,50.1360679015016,0.873,0.188,0
"TPD52",0,20.5667788262136,0.774,0.095,0
"CPLX4",0,65.3535532807045,0.681,0.004,0
"PCBP4",0,39.3960126215124,0.882,0.211,0
"CRX",0,43.5230656709161,0.666,0.006,0
"KCNH7",0,-318.398630750229,0.13,0.773,0
"ELAVL3",0,-104.8849328328,0.104,0.744,0
"ANO2",0,83.8784537153673,0.658,0.022,0
"NFIA",0,-163.829191451903,0.269,0.904,0
"NKAIN3",0,-655.994438627063,0.12,0.751,0
"NEUROD1",0,75.3582248383862,0.692,0.065,0
"SOX2",0,-96.2988583464909,0.095,0.721,0
"BTBD8",0,-2.44391993462919,0.827,0.202,0
"RCVRN",0,248.574868143179,0.623,0.002,0
"LINC02981",0,3.85139539821494,0.698,0.082,0
"UNC119",0,102.467405399735,0.791,0.177,0
"GALNT13",0,33.6138150798368,0.757,0.143,0
"PDC",0,199.698880792245,0.63,0.017,0
"PCLO",0,-44.2912573571013,0.792,0.181,0
"MAB21L1",0,-8.39684078203059,0.618,0.007,0
"DCX",0,-97.6005033922013,0.16,0.77,0
"RORB",0,-116.426493334589,0.874,0.268,0
"NRL",0,252.903437132983,0.638,0.033,0
"IMPG2",0,86.9935062891006,0.67,0.066,0
"ZNF593OS",0,16.366258404578,0.6,0.003,0
"AIPL1",0,74.0094312935719,0.6,0.004,0
"ABCA4",0,23.6284246624313,0.603,0.008,0
"MIR100HG",0,-83.2418402914105,0.175,0.767,0
"FUT9",0,-82.7389283958534,0.09,0.681,0
"CNTN1",0,-5.33897533287973,0.724,0.133,0
"USH2A",0,134.051578435839,0.62,0.032,0
"SLC38A1",0,4.75941045191394,0.692,0.106,0
"RASGRF2",0,40.7482505875098,0.643,0.062,0
"CADPS",0,113.405925479859,0.905,0.326,0
"TULP1",0,58.5592602652928,0.579,0.002,0
"NFIX",0,-34.0882224338164,0.147,0.721,0
"RP1",0,106.036439480509,0.581,0.009,0
"SNCAIP",0,-77.4733577304431,0.066,0.636,0
"POU3F2",0,-36.2238570935336,0.047,0.615,0
"LINC02997",0,352.263413753974,0.604,0.037,0
"ATP1A3",0,6.13713309069298,0.76,0.194,0
"CCND2",0,-104.857411720985,0.236,0.799,0
"SRRM4",0,-28.4104757656742,0.839,0.277,0
"TAFA4",0,94.0205764764419,0.582,0.02,0
"DIRAS2",0,-22.5643595970647,0.631,0.07,0
"EFNB2",0,-54.4896079191628,0.074,0.634,0
"MLLT3",0,-91.8982105463748,0.169,0.728,0
"PLCB1",0,-220.733540021733,0.15,0.707,0
"VCAN",0,-349.674032783506,0.211,0.765,0
"NFIB",0,-133.738349936147,0.412,0.966,0
"ZNF385A",0,18.8130049117492,0.619,0.067,0
"DCLK1",0,-133.73883382532,0.294,0.846,0
"ST3GAL3-AS1",0,66.9477294938621,0.593,0.041,0
"IGFBP2",0,-340.044224834732,0.173,0.722,0
"PROM1",0,35.3036656721876,0.577,0.029,0
"EGFLAM",0,79.0728029600754,0.558,0.011,0
"EPB41",0,-163.676225572471,0.831,0.285,0
"EYS",0,332.238428399528,0.764,0.218,0
"ATP2B1",0,-16.9690215996799,0.845,0.3,0
"CABP5",0,71.075404476551,0.546,0.002,0
"LINC01551",0,-52.4913369293225,0.025,0.568,0
"CACNA2D4",0,10.5500040130984,0.547,0.005,0
"SRGAP1",0,-39.5689794118029,0.173,0.706,0
"HCN1",0,86.9935074307537,0.558,0.026,0
"CCSER1",0,-190.994718150343,0.898,0.366,0
"TMEM244",0,24.9651918407103,0.533,0.002,0
"OCIAD2",0,-37.7529718730044,0.625,0.094,0
"ARL6",0,34.5290871988428,0.676,0.147,0
"ANKRD33B",0,29.2432508217941,0.622,0.094,0
"FXYD6",0,-38.5237807830947,0.255,0.782,0
"SEPTIN4",0,29.9713464886916,0.571,0.045,0
"CLMN",0,8.16010778142369,0.559,0.037,0
"PRPH2",0,18.3726155343313,0.545,0.023,0
"SLC1A7",0,29.8574259083268,0.522,0.003,0
"KCNV2",0,41.6140509710283,0.551,0.032,0
"SNAP25-AS1",0,-128.711796415101,0.815,0.299,0
"RBFOX2",0,-61.6060703172137,0.324,0.839,0
"CNGB1",0,20.7786807534703,0.514,0.006,0
"PRICKLE2",0,-1.0205834056847,0.609,0.101,0
"IGSF21",0,1.77902979096624,0.539,0.031,0
"HOOK1",0,12.3540273955047,0.523,0.024,0
"CDKN1C",0,-20.8525574542095,0.612,0.113,0
"DAPL1",0,-118.052282242421,0.516,0.018,0
"RASGEF1B",0,-25.5077655268401,0.599,0.105,0
"CACNB2",0,-12.19917637796,0.819,0.325,0
"SNAP25",0,-61.6081188636719,0.85,0.357,0
"ENSG00000286648",0,19.9392669784571,0.507,0.014,0
"MIR124-2HG",0,20.5278710733332,0.788,0.296,0
"ASAP1",0,-24.0220347887192,0.247,0.738,0
"SYP",0,-6.27359208684155,0.755,0.266,0
"SOX11",0,-177.285205220264,0.356,0.845,0
"NRG1",0,229.820317169257,0.869,0.383,0
"NAV3",0,-249.154438168023,0.29,0.775,0
"GABRB3",0,-37.3410897288439,0.731,0.246,0
"GNGT2",0,40.3876605736843,0.485,0,0
"SH3GL2",0,0.857937099140425,0.611,0.126,0
"CDHR1",0,16.6999649936557,0.533,0.05,0
"IGF2BP2",0,-10.358527173896,0.624,0.141,0
"CRYBG3",0,64.8555072189592,0.574,0.094,0
"FEZ1",0,-77.4828503313562,0.259,0.738,0
"LOC101927314",0,-677.826519340575,0.251,0.729,0
"RAPGEF5",0,-119.277026897669,0.5,0.022,0
"PDE1C",0,0.418437663356855,0.724,0.246,0
"RBP1",0,-478.542948597713,0.57,0.093,0
"EML5",0,-17.531801198816,0.588,0.111,0
"MPP4",0,60.1629664215986,0.484,0.008,0
"FRMPD2",0,10.7408748213493,0.485,0.01,0
"KCNB1",0,-55.9424231032561,0.592,0.117,0
"RXRG",0,17.3787814190704,0.485,0.011,0
"ROM1",0,89.8788903907736,0.496,0.028,0
"LINC00461",0,-132.192011534042,0.46,0.927,0
"RD3",0,28.7424159602906,0.468,0.001,0
"PRDM1",0,22.4498371055541,0.477,0.014,0
"GABBR2",0,-64.6708967568476,0.642,0.18,0
"DACH1",0,-130.852935767188,0.856,0.397,0
"MCC",0,-57.2726916093813,0.668,0.21,0
"SEZ6L2",0,-32.0212973807434,0.759,0.302,0
"EFR3A",0,27.7838024906205,0.722,0.267,0
"DCLK2",0,-114.800600657424,0.345,0.799,0
"GNGT1",0,199.523696494778,0.463,0.009,0
"RBP3",0,53.3509877323588,0.453,0,0
"SCHIP1",0,-589.630466768524,0.555,0.103,0
"ADGRL2",0,42.2725900640818,0.705,0.254,0
"SOX5",0,-128.224272953532,0.427,0.876,0
"RS1",0,33.8611635525483,0.458,0.009,0
"ISOC1",0,37.5003763826298,0.589,0.142,0
"ENSG00000260661",0,58.2219052552196,0.48,0.033,0
"SYNDIG1",0,32.1426440013367,0.489,0.043,0
"FAM89A",0,0.882695673375981,0.464,0.02,0
"IMPG1",0,47.5981053893835,0.456,0.012,0
"EPB41L2",0,16.3020914533185,0.757,0.315,0
"NCKAP5",0,40.8258824603192,0.867,0.425,0
"SIX3",0,13.330293124826,0.466,0.029,0
"KCNB2",0,130.274358654449,0.589,0.153,0
"LHFPL3",0,-298.206067982122,0.569,0.135,0
"STXBP5L",0,180.663973112159,0.662,0.229,0
"ZPBP",0,25.9271506125589,0.456,0.023,0
"ENSG00000257191",0,5.31780780798799,0.577,0.144,0
"LURAP1L",0,13.1811506139475,0.465,0.033,0
"FAM161A",0,16.6097794144962,0.626,0.196,0
"ENSG00000255580",0,25.5382865493999,0.787,0.358,0
"PRNP",0,-23.1639537136216,0.654,0.225,0
"NLK",0,34.5944498239659,0.781,0.353,0
"SLC6A6",0,15.2733957032431,0.509,0.084,0
"PRCD",0,13.5804578465229,0.436,0.011,0
"CCDC181",0,16.5812035525165,0.587,0.162,0
"SHTN1",0,-23.7581676857745,0.687,0.268,0
"DUSP26",0,1.18879672187342,0.49,0.072,0
"TMEM232",0,20.6458474669992,0.602,0.185,0
"GRM6",0,-1.38142301937744,0.434,0.017,0
"ABHD14A",0,6.84653408114299,0.607,0.191,0
"ENSG00000258162",0,-11.3025127255612,0.674,0.261,0
"CEP112",0,11.4497258679429,0.712,0.299,0
"CADM2",0,-318.403799059045,0.973,0.56,0
"PARD6B",0,14.393310853577,0.499,0.087,0
"ENSG00000286257",0,15.5695228694528,0.417,0.006,0
"CA10",0,65.5373572825371,0.427,0.017,0
"ENSG00000259481",0,0.63754637333902,0.57,0.16,0
"FRMPD1",0,9.92327180225336,0.436,0.028,0
"STRADB",0,23.3312819417545,0.568,0.16,0
"ZNF536",0,7.24222106687575,0.64,0.233,0
"RALGPS2",0,30.1948746193507,0.85,0.443,0
"PLXDC2",0,9.24856306271718,0.538,0.132,0
"ATP8A2",0,-1.16514423147355,0.564,0.158,0
"EDIL3",0,-7.16167102396011,0.472,0.067,0
"UBAP1L",0,35.4058200981454,0.522,0.119,0
"KANK1",0,-75.9678839280206,0.551,0.148,0
"KCNIP4",0,Inf,0.566,0.163,0
"SIX6",0,9.5598875827171,0.406,0.004,0
"ENSG00000250592",0,73.8959801238061,0.546,0.144,0
"ABCA5",0,-12.4973827974961,0.534,0.134,0
"RAX2",0,22.0978785635624,0.399,0.002,0
"LRP2",0,7.64528018181101,0.41,0.013,0
"MIR3681HG",0,211.065277686241,0.445,0.049,0
"TRAK2",0,31.4496309027746,0.618,0.223,0
"UNC80",0,-41.3342462680469,0.557,0.163,0
"GNB5",0,-7.17981948423062,0.73,0.336,0
"NTNG2",0,6.24123717359327,0.513,0.12,0
"PTP4A3",0,0.300958181243583,0.454,0.061,0
"SAMD12",0,-61.5778656801966,0.467,0.075,0
"SLC17A7",0,-5.72737023523189,0.483,0.091,0
"PDE6H",0,254.34613201572,0.393,0.001,0
"ZDHHC2",0,13.8146129292518,0.575,0.184,0
"PCP4",0,32.1710958769503,0.432,0.043,0
"PCAT4",0,56.8050939793874,0.393,0.004,0
"ENSG00000272168",0,-124.898654135096,0.496,0.882,0
"ENSG00000251141",0,43.2611936966023,0.586,0.2,0
"UNC13B",0,11.4101538462264,0.553,0.169,0
"QKI",0,-181.347768974952,0.498,0.881,0
"RAX",0,16.9244148485654,0.386,0.003,0
"SMIM36",0,13.9776867049139,0.386,0.006,0
"NALF1",0,-87.5725925168109,0.608,0.228,0
"CACNA2D3",0,-29.2629390338844,0.52,0.14,0
"GADD45A",0,-25.538302808717,0.647,0.268,0
"PEX5L",0,-24.0904531750555,0.468,0.09,0
"ADAM19",0,-1.36887034867505,0.443,0.066,0
"WASF3",0,17.5064247048757,0.688,0.311,0
"CPLX3",0,14.0006939436507,0.38,0.004,0
"SEPTIN11",0,-75.1332883018781,0.468,0.844,0
"PLEKHB1",0,18.2826401494968,0.456,0.083,0
"LHX4",0,11.0746152368012,0.449,0.076,0
"SLC6A15",0,-8.61314540045393,0.425,0.053,0
"RORA-AS1",0,3.78648985877996,0.585,0.213,0
"AFF1",0,39.8306597628948,0.653,0.282,0
"THSD7A",0,-139.509613966686,0.546,0.175,0
"ANGPTL1",0,-10.2244616305137,0.558,0.187,0
"COBLL1",0,1.90586872101951,0.505,0.134,0
"IGSF9",0,7.19783680668182,0.427,0.057,0
"TTC8",0,16.1240419342686,0.545,0.178,0
"SLC25A27",0,7.48197569780219,0.503,0.136,0
"CACNA1F",0,10.5739442574491,0.37,0.004,0
"THRB",0,57.5689354385215,0.542,0.177,0
"CADM3",0,19.0895298476164,0.466,0.102,0
"FAM222A-AS1",0,7.68931445972146,0.399,0.035,0
"ARHGAP21",0,-93.3433070777674,0.501,0.864,0
"PRELID2",0,-15.447516641841,0.506,0.143,0
"SYT1",0,-546.349615518407,0.989,0.627,0
"RORA",0,-2.69862125182448,0.959,0.597,0
"HS3ST3B1",0,6.64524386032963,0.373,0.011,0
"KCNH6",0,16.7853760398544,0.364,0.003,0
"DICER1-AS1",0,8.09474841691548,0.469,0.109,0
"ENSG00000226702",0,-8.79660390032382,0.363,0.003,0
"MAK",0,13.5015237453778,0.695,0.336,0
"RHBDL3",0,-12.5969773932755,0.484,0.127,0
"GPRIN3",0,-42.2483319535534,0.378,0.021,0
"GPR160",0,25.8192725271648,0.391,0.035,0
"TLCD3B",0,12.0363592336231,0.485,0.129,0
"CHCHD10",0,-33.4976858997358,0.489,0.133,0
"TUBA4A",0,0.253757002237124,0.407,0.052,0
"YPEL2",0,6.34093616414713,0.439,0.084,0
"MYO3B",0,13.2978730883851,0.393,0.04,0
"AANAT",0,26.2172116187892,0.354,0.003,0
"SGIP1",0,26.2871495542227,0.873,0.523,0
"CLCN4",0,12.0324523129752,0.427,0.079,0
"RPGRIP1",0,15.7272446309551,0.362,0.015,0
"GNAT1",0,55.0863473605681,0.344,0.001,0
"SYCE1L",0,12.1251391728225,0.411,0.07,0
"NYAP2",0,-42.7787141960031,0.427,0.086,0
"NAPB",0,0.840657358990718,0.515,0.175,0
"IMPDH1",0,8.89409906177884,0.397,0.06,0
"GABRR3",0,-16.8667223869075,0.338,0.001,0
"ALK",0,68.1872573940635,0.402,0.065,0
"PTPRR",0,6.20251112373032,0.375,0.04,0
"ELOVL4",0,15.9490328171291,0.511,0.176,0
"ENSG00000286068",0,3.97975555816147,0.436,0.102,0
"DOCK9",0,-34.7715112333532,0.47,0.137,0
"ENSG00000287811",0,4.06569671585455,0.467,0.135,0
"DNAJC6",0,-0.71132626041636,0.47,0.138,0
"NRXN1",0,-428.048649359993,0.607,0.939,0
"TCF4",0,-220.296895193461,0.62,0.951,0
"GPC6",0,-31.2977977221782,0.87,0.54,0
"TRMT9B",0,-37.638191930399,0.431,0.103,0
"NDRG1",0,-43.601691568559,0.401,0.076,0
"LINC00276",0,24.9637992942414,0.377,0.052,0
"PDE6B",0,7.34891456337565,0.418,0.093,0
"BBS5",0,7.30124867087789,0.471,0.146,0
"MYO5B",0,-1.22736802340564,0.387,0.063,0
"SAMSN1",0,49.0425188975649,0.327,0.004,0
"CHRNA3",0,15.5442533281928,0.335,0.012,0
"SVIP",0,14.1138468218393,0.458,0.135,0
"SLC24A4",0,16.2174990256326,0.342,0.02,0
"GPR180",0,9.7509678317105,0.436,0.114,0
"BIN1",0,2.76224582666658,0.414,0.093,0
"LGR4",0,-28.002949419111,0.437,0.118,0
"ACSL6",0,9.46355579039571,0.387,0.068,0
"TDRD7",0,23.2825702273444,0.424,0.105,0
"PNPLA3",0,-0.312768926011603,0.349,0.03,0
"BICDL1",0,3.49346017287421,0.411,0.093,0
"NRN1",0,-76.0310321677184,0.381,0.066,0
"NXPH4",0,-4.36704484172064,0.345,0.03,0
"ENSG00000286046",0,-10.9254532406083,0.345,0.03,0
"CELF6",0,4.25617809854533,0.381,0.067,0
"TBX2",0,11.3474745349187,0.319,0.008,0
"TUBB4B",0,-91.900677638781,0.834,0.524,0
"SERPINF1",0,-168.173589306537,0.393,0.084,0
"BHLHE41",0,-57.2545019225362,0.386,0.077,0
"ASIC2",0,-149.606649777917,0.37,0.061,0
"BASP1",0,-227.5134793956,0.621,0.929,0
"NR2E3",0,31.515380481808,0.327,0.019,0
"RAPGEF4",0,15.8487988878115,0.401,0.095,0
"PLXDC1",0,1.82703338830253,0.339,0.034,0
"PACSIN1",0,-26.6618945042245,0.332,0.028,0
"LLGL2",0,4.25486932667793,0.318,0.014,0
"ABCA7",0,7.23898752531388,0.327,0.023,0
"PNCK",0,4.82126483969911,0.392,0.089,0
"PTPRN",0,-17.5307891442388,0.358,0.055,0
"LOC101928336",0,19.4705383769602,0.314,0.012,0
"SAMD11",0,12.935953851913,0.315,0.014,0
"PRDM8",0,27.0754434544425,0.386,0.086,0
"TBX2-AS1",0,7.68141487580172,0.31,0.01,0
"TRAC",0,6.32289413561018,0.301,0.001,0
"RIOX2",0,4.19497981723876,0.378,0.079,0
"NDNF",0,30.791793219001,0.306,0.008,0
"UNC13C",0,20.5355697957987,0.316,0.02,0
"MPP7",0,-3.83001007073051,0.331,0.037,0
"ENSG00000224825",0,-12.8523667519966,0.327,0.034,0
"VAX2",0,5.80496463720535,0.329,0.039,0
"GJD2-DT",0,10.3671269035544,0.293,0.003,0
"SLC12A5",0,6.29270067980486,0.391,0.102,0
"KIFC3",0,-42.0791985290572,0.353,0.064,0
"RTBDN",0,22.8754648562859,0.293,0.004,0
"ITGA4",0,69.2334020456632,0.293,0.004,0
"RCAN3",0,-118.803345687629,0.327,0.04,0
"DOCK8",0,39.0324168783821,0.313,0.026,0
"THEM4",0,4.37450017145393,0.355,0.068,0
"CASZ1",0,7.99349669514134,0.318,0.032,0
"VTN",0,16.374878478149,0.292,0.006,0
"MSR1",0,54.4358209451041,0.307,0.022,0
"DSP",0,4.21150820705598,0.292,0.007,0
"FYCO1",0,3.68994919812447,0.372,0.088,0
"FOXP2",0,-60.1613869023,0.338,0.054,0
"SAMD7",0,-4.12391672180215,0.288,0.004,0
"MREG",0,9.69074954169488,0.329,0.046,0
"ASB13",0,6.5560217949893,0.363,0.08,0
"ECHDC2",0,7.38627561804393,0.331,0.05,0
"CERKL",0,55.9521785338627,0.284,0.004,0
"PLCD4",0,-35.8789348745633,0.351,0.073,0
"CNTNAP4",0,-179.892087586614,0.302,0.024,0
"FAM222A",0,-51.7794419997289,0.312,0.035,0
"ARHGAP29",0,-118.818457979876,0.307,0.032,0
"USP2",0,4.93127944318498,0.312,0.038,0
"CRABP2",0,32.1435710517471,0.305,0.031,0
"ENSG00000257095",0,9.90362565060983,0.329,0.057,0
"SYT4",0,-208.643000791154,0.331,0.06,0
"ENSG00000253496",0,49.7956841804148,0.283,0.012,0
"DCT",0,-104.883618039321,0.29,0.02,0
"ENSG00000250421",0,5.27701761379926,0.283,0.014,0
"ADGRB3",0,-512.793863193454,0.649,0.917,0
"PCOLCE2",0,-30.246882530805,0.297,0.03,0
"ATP2B1-AS1",0,4.33167643282441,0.313,0.046,0
"MTUS2",0,69.0957087593388,0.325,0.059,0
"ATP6V0D2",0,-1.34635701462209,0.277,0.011,0
"HYDIN",0,-61.5712681489745,0.336,0.072,0
"MATK",0,-18.4125268700482,0.285,0.022,0
"LPCAT2",0,-35.0049905316468,0.302,0.041,0
"ARR3",0,100.547712661739,0.268,0.007,0
"SYT9",0,6.61992401544149,0.29,0.029,0
"LRRIQ1",0,-3.79514838154884,0.305,0.045,0
"EPHA8",0,-18.715043215946,0.264,0.004,0
"GDPD5",0,-9.68785091738719,0.295,0.036,0
"C12orf60",0,-53.4684155357286,0.311,0.053,0
"SYN2",0,22.0740413024988,0.328,0.071,0
"ARHGEF28",0,2.69483482018145,0.305,0.048,0
"CACNG5",0,10.7955568141482,0.263,0.008,0
"LINC02115",0,9.96102012851655,0.264,0.01,0
"PLAG1",0,4.23093900019243,0.277,0.024,0
"CABLES1",0,-1.64768593682433,0.32,0.068,0
"ASIC4",0,5.64011910465784,0.293,0.041,0
"CDK5R2",0,4.08063362236164,0.273,0.022,0
"UNC5C",0,-54.5544075503179,0.309,0.059,0
"GNAT2",0,17.7684958011777,0.268,0.019,0
"RAP1GAP2",0,9.42746032948472,0.312,0.064,0
"VSX1",0,77.8438225511851,0.248,0.001,0
"NUDT14",0,2.65102893368478,0.317,0.071,0
"HMX1",0,-2.78023133207331,0.259,0.013,0
"COL4A3",0,-8.1949837943977,0.279,0.034,0
"DOC2B",0,2.15014684999486,0.261,0.016,0
"C14orf39",0,3.19294384991746,0.253,0.01,0
"LINC00575",0,8.96434097044305,0.255,0.012,0
"VSX2",0,26.8328004016644,0.248,0.005,0
"FAM78B",0,0.499035244936574,0.281,0.039,0
"REEP6",0,7.85150355804757,0.262,0.022,0
"PLCH2",0,4.53253149746743,0.268,0.028,0
"DUSP5",0,5.02404453300207,0.291,0.051,0
"FSTL4",0,-25.5332113892963,0.282,0.044,0
"SLC38A5",0,11.7487371547801,0.245,0.007,0
"PDE6G",0,38.1573806329233,0.241,0.004,0
"KSR2",0,0.546836079131745,0.298,0.061,0
"C2CD2",0,4.61215784830691,0.294,0.059,0
"TMEM215",0,-3.60623248506504,0.234,0.001,0
"ENSG00000251129",0,-45.7344352426054,0.293,0.06,0
"PITPNM1",0,4.61494194342788,0.271,0.039,0
"LINC02343",0,14.3797799510446,0.247,0.015,0
"RDH10-AS1",0,-12.703970759049,0.284,0.053,0
"LMOD1",0,15.110074082436,0.261,0.031,0
"PRR16",0,-32.7501322633351,0.288,0.058,0
"LINC01833",0,-5.06562002265241,0.242,0.012,0
"PCARE",0,7.80937561283298,0.228,0,0
"LINC00592",0,12.6809391477416,0.226,0.001,0
"ENSG00000229922",0,34.1697791949901,0.226,0.001,0
"BCO2",0,8.09032391121577,0.264,0.043,0
"CNGA1",0,5.48589406218092,0.228,0.007,0
"SYDE2",0,-40.4849196462697,0.23,0.01,0
"ENSG00000225718",0,-60.1573048194633,0.25,0.032,0
"FBXW4",0,2.6558604498677,0.259,0.042,0
"NPTX1",0,-13.5655483382839,0.24,0.023,0
"SAMD5",0,-8.22387805893175,0.234,0.021,0
"SPINK4",0,-18.5090613988269,0.226,0.013,0
"GJD2",0,13.8751181729361,0.216,0.003,0
"ENSG00000250978",0,16.8887685316328,0.212,0,0
"KIAA1614",0,4.63947199011625,0.25,0.039,0
"ENSG00000230831",0,12.4130017606927,0.212,0.001,0
"SEMA3F",0,-6.27400558880913,0.228,0.019,0
"LINC00457",0,26.6431673325552,0.213,0.004,0
"GUCY2D",0,10.9947261918521,0.21,0.001,0
"NPHS1",0,9.15025035551467,0.233,0.025,0
"PKDCC",0,-0.289372171893634,0.245,0.039,0
"VWC2",0,-42.1949868817529,0.238,0.033,0
"WFDC1",0,-9.05874038381717,0.214,0.009,0
"CCDC141",0,23.5237121445835,0.218,0.013,0
"ENSG00000227681",0,19.1873252915885,0.222,0.018,0
"SNCB",0,-8.12214609591596,0.228,0.026,0
"TUBA1A",0,-Inf,0.765,0.967,0
"LOC101927026",0,11.0794448038759,0.238,0.037,0
"ENSG00000250387",0,-23.8422258295996,0.208,0.007,0
"ENSG00000249776",0,-16.87685696674,0.243,0.042,0
"GABRR2",0,24.3049603066984,0.213,0.016,0
"ENSG00000285842",0,31.9097433532626,0.199,0.003,0
"ENSG00000225885",0,6.42692481992403,0.22,0.027,0
"MRLN",0,8.22151346748866,0.198,0.006,0
"GFRA1",0,3.65788310363216,0.216,0.025,0
"GCHFR",0,-4.32838815616484,0.225,0.034,0
"LOC101927560",0,11.9698881902482,0.217,0.026,0
"CFD",0,3.37306126179043,0.213,0.022,0
"CHGA",0,12.0755364387477,0.223,0.033,0
"LURAP1L-AS1",0,-41.3470100719073,0.214,0.024,0
"PRICKLE2-AS1",0,5.72082303303033,0.209,0.019,0
"SLITRK6",0,7.3392701582561,0.188,0.001,0
"PAQR9-AS1",0,4.67464603879729,0.201,0.015,0
"KCNK3",0,5.18328136981193,0.213,0.029,0
"ENSG00000283003",0,10.5053516818563,0.214,0.03,0
"SAG",0,93.6626934042165,0.187,0.003,0
"PPEF2",0,21.7270323283404,0.189,0.005,0
"HLA-DPB1",0,-9.47828544530414,0.195,0.012,0
"NIPAL2",0,7.32178831161895,0.19,0.008,0
"ECEL1",0,-21.7653295527001,0.192,0.011,0
"ENSG00000259044",0,14.4536566383398,0.181,0.002,0
"ENSG00000239519",0,4.48559131276013,0.205,0.027,0
"ENSG00000248528",0,1.30000413112963,0.18,0.004,0
"GNG13",0,11.1971976485946,0.174,0,0
"ABCG4",0,6.1946784080195,0.178,0.006,0
"RRAD",0,-44.2917586396041,0.182,0.01,0
"GLP2R",0,6.94401350669594,0.176,0.004,0
"ENSG00000240708",0,11.9415863078683,0.175,0.004,0
"ENSG00000236676",0,11.3400898504796,0.178,0.007,0
"FLT1",0,-34.1893321594418,0.183,0.014,0
"PPM1N",0,3.99311689259946,0.189,0.021,0
"LOC101928052",0,7.38467532384637,0.17,0.002,0
"ACTB",0,-142.211836832225,0.759,0.926,0
"CADM2-AS2",0,3.6928976746198,0.189,0.023,0
"ENSG00000287149",0,-32.7134667054137,0.181,0.016,0
"LIN28B",0,-4.07251674100914,0.183,0.019,0
"LINC01053",0,5.80211485578377,0.178,0.014,0
"CFAP221",0,1.26615830212735,0.187,0.026,0
"DKFZP434A062",0,8.27984245065377,0.168,0.007,0
"ENSG00000271901",0,12.4095759484676,0.157,0.001,0
"GUCY1A1",0,-24.502744168917,0.174,0.021,0
"GPR37",0,-1.81123393136966,0.162,0.011,0
"LINC02242",0,11.5557949569099,0.152,0.001,0
"NIPAL1",0,7.71537364076797,0.168,0.018,0
"ENSG00000272180",0,3.88503849070409,0.171,0.021,0
"EMB",0,21.4815225697311,0.152,0.002,0
"KCNAB1",0,-40.2418311228717,0.168,0.019,0
"ENSG00000260135",0,11.1205165481042,0.149,0,0
"CADM1",0,102.863152880532,0.972,0.824,0
"ELSPBP1",0,12.1654534463191,0.149,0.001,0
"ENSG00000286886",0,7.39332920334905,0.155,0.007,0
"LOC101929290",0,5.45470884488954,0.17,0.023,0
"NRN1L",0,6.60916958549964,0.155,0.008,0
"ENSG00000287645",0,5.29912386856656,0.153,0.006,0
"ENSG00000232590",0,8.9826568433367,0.148,0.001,0
"ENSG00000250243",0,6.09146015110578,0.157,0.011,0
"PDE6A",0,10.3580563335193,0.152,0.006,0
"TLL1",0,14.8587553266597,0.155,0.009,0
"RCAN2",0,-29.85580443435,0.166,0.021,0
"CRACR2B",0,4.10904860076978,0.161,0.016,0
"RGS8",0,-24.4970587514629,0.157,0.012,0
"GABRR1",0,10.8368105642296,0.152,0.007,0
"ISL2",0,23.281518149738,0.147,0.002,0
"TMEM132E",0,4.77662661837926,0.15,0.006,0
"JCAD",0,-12.3663593689652,0.162,0.019,0
"GABRA1",0,-48.8731300116128,0.149,0.006,0
"ADAMTS18",0,-60.5905526936062,0.159,0.017,0
"ENSG00000273301",0,4.19569075314928,0.154,0.012,0
"ISL1",0,17.2690566620332,0.142,0.001,0
"KCNG4",0,10.5718736606062,0.141,0.001,0
"PHYHD1",0,4.66467308222609,0.158,0.019,0
"RTN4RL1",0,-17.4007461060347,0.156,0.018,0
"PERP",0,-8.8087412955562,0.154,0.018,0
"RDH12",0,5.04130723359644,0.147,0.011,0
"ZNF488",0,-2.55249051045744,0.151,0.016,0
"ENSG00000266378",0,7.72020997649187,0.138,0.003,0
"LINC02177",0,5.29696050249267,0.143,0.008,0
"IGF1",0,-122.145558488486,0.14,0.009,0
"PAQR9",0,4.60156582844573,0.138,0.007,0
"DEPP1",0,1.28458358763357,0.136,0.006,0
"TRPM1",0,-6.76095431030407,0.139,0.009,0
"ENSG00000260037",0,6.61354692022844,0.136,0.008,0
"ENSG00000250543",0,10.4158086108503,0.124,0,0
